Usage Summary

Rank |        NDC11 | Drug Name                          | Quant. |      % | Cuml %
 271 |  69076047601 | GLYCOPYRROLATE 2 MG TAB (TAB)      |   1080 |   0.07 |  83.91
 272 |  00536348108 | FERROUS SULF ER140MG (UD) T (TAB)  |   1080 |   0.07 |  83.98
 273 |  50111046701 | PROPRANOLOL 10 MG TAB (TAB)        |   1070 |   0.07 |  84.05
 274 |  00093725501 | GLIMEPIRIDE 2 MG TAB (TAB)         |   1061 |   0.07 |  84.12
 275 |  65162076611 | WARFARIN SOD 5 MG TAB (TAB)        |   1052 |   0.07 |  84.18
 276 |  65862065401 | ENTACAPONE 200 MG TAB (TAB)        |   1048 |   0.07 |  84.25
 277 |  10370021901 | POTASSIUM CL ER 8MEQ CAP *D (CAP)  |   1042 |   0.07 |  84.31
 278 |  60505025103 | TIZANIDINE HCL 2 MG TAB (TAB)      |   1041 |   0.07 |  84.38
 279 |  00904527260 | CALCITRATE + D 315 MG-250 (TAB)    |   1030 |   0.06 |  84.44
 280 |  49884094601 | TRAM-APAP 37.5-325 MG TAB (TAB)    |   1028 |   0.06 |  84.51
 281 |  00904555159 | DIPHENHYdramine 25 MG TAB (TAB)    |   1026 |   0.06 |  84.57
 282 |  00574060801 | FERROUS SULF 324 MG TAB EC (TAB)   |   1020 |   0.06 |  84.63
 283 |  00093725652 | GLIMEPIRIDE 4 MG TABLET (TAB)      |   1018 |   0.06 |   84.7
 284 |  00456141090 | BYSTOLIC 10 MG TAB (TAB)           |   1015 |   0.06 |  84.76
 285 |  65862019405 | FLUOXETINE 40 MG CAP (CAP)         |   1007 |   0.06 |  84.82
 286 |  68462019590 | PRAVASTATIN SOD 10 MG TAB (TAB)    |   1003 |   0.06 |  84.89
 287 |  00904264113 | CERTAVITE-ANTIOXIDANT TAB (TAB)    |    997 |   0.06 |  84.95
 288 |  00310075190 | CRESTOR 10MG TAB (TAB)             |    994 |   0.06 |  85.01
 289 |  00904765151 | MAPAP PM CAPLET (TAB)              |    993 |   0.06 |  85.07
 290 |  00527132501 | DIGOXIN 250 MCG TABLET (TAB)       |    993 |   0.06 |  85.13
 291 |  37000014343 | ALIGN CAPSULE(ORIG 28'S) (CAP)     |    980 |   0.06 |   85.2
 292 |  00115351101 | PYRIDOSTIGMINE 60 MG *DNC* (TAB)   |    967 |   0.06 |  85.26
 293 |  60505254306 | GALANTAMINE HBR 8 MG TAB (TAB)     |    966 |   0.06 |  85.32
 294 |  51991074990 | DUTASTERIDE 0.5 MG CAP (CAP)       |    965 |   0.06 |  85.38
 295 |  00006011254 | JANUVIA 50 MG TAB (TAB)            |    962 |   0.06 |  85.44
 296 |  53746046605 | IBUPROFEN 800 MG *DNC*TAB (TAB)    |    961 |   0.06 |   85.5
 297 |  74312002832 | MELATONIN 1 MG TAB (TAB)           |    956 |   0.06 |  85.56
 298 |  00904548118 | GLUCOS/CHONDROI 500/400 CAP (CAP)  |    954 |   0.06 |  85.62
 299 |  13668009290 | PRAMIPEXOLE 0.25 MG TAB (TAB)      |    950 |   0.06 |  85.68
 300 |  00597013560 | PRADAXA 150 MG UD CAP (CAP)        |    947 |   0.06 |  85.73
 301 |  65162076311 | WARFARIN SOD 2.5 MG TAB (TAB)      |    942 |   0.06 |  85.79
 302 |  00185013001 | BUMETANIDE 2 MG TAB (TAB)          |    935 |   0.06 |  85.85
 303 |  68382007901 | HALOPERIDOL 5 MG TAB (TAB)         |    930 |   0.06 |  85.91
 304 |  68382003416 | VENLAFAXINE ER 37.5MG*DNC* (CAP)   |    930 |   0.06 |  85.97
 305 |  62175026055 | NIFEDIPine ER 30MG*DNC* TAB (TAB)  |    930 |   0.06 |  86.03
 306 |  69387011905 | BENZONATATE 100 MG *DNC*CAP (CAP)  |    929 |   0.06 |  86.08
 307 |  45802042578 | FEXOFENADINE 60 MG TABLET (TAB)    |    924 |   0.06 |  86.14
 308 |  00245021311 | MIDODRINE HCL 10 MG TAB (TAB)      |    924 |   0.06 |   86.2
 309 |  00456341433 | NAMENDA XR14 MG*DNC* (CAP)         |    915 |   0.06 |  86.26
 310 |  00067627550 | GAS X 125MG  SOFTGEL(EXTRA (CAP)   |    915 |   0.06 |  86.31
 311 |  64679092403 | ENALAPRIL  5 MG TAB (TAB)          |    905 |   0.06 |  86.37
 312 |  65862057190 | VALSARTAN 80 MG TAB (TAB)          |    892 |   0.06 |  86.43
 313 |  51991079406 | RIVASTIGMINE 3 MG CAPSULE (CAP)    |    891 |   0.06 |  86.48
 314 |  57664039388 | VENLAFAXINE HCL 37.5 MG TAB (TAB)  |    888 |   0.06 |  86.54
 315 |  00904533260 | ZINC SULFATE 220 MG CAP (CAP)      |    873 |   0.05 |  86.59
 316 |  10370010150 | BUPropION XL150 MG *DNC* (TAB)     |    872 |   0.05 |  86.65
 317 |  57896084501 | CRANBERRY 450 MG TAB (TAB)         |    870 |   0.05 |   86.7
 318 |  00527135001 | LEVOTHYROXINE 175 MCG TAB (TAB)    |    869 |   0.05 |  86.76
 319 |  65162076211 | WARFARIN  2 MG TAB (TAB)           |    862 |   0.05 |  86.81
 320 |  65597070118 | WELCHOL 625MG TABLET (TAB)         |    862 |   0.05 |  86.86
 321 |  51248015103 | VESICARE 10 MG TABLET (TAB)        |    861 |   0.05 |  86.92
 322 |  00406048410 | ACETA-COD 300/30 MG TAB (TAB)      |    852 |   0.05 |  86.97
 323 |  60505314008 | OLANZAPINE 20 MG TABLET (TAB)      |    852 |   0.05 |  87.02
 324 |  65162076511 | WARFARIN SOD 4 MG TAB (TAB)        |    842 |   0.05 |  87.08
 325 |  00832108210 | BENZTROPINE MES 2 MG TAB (TAB)     |    833 |   0.05 |  87.13
 326 |  00071041813 | NITROSTAT 0.4 MG*DNC* TAB (TAB)    |    825 |   0.05 |  87.18
 327 |  68382003610 | VENLAFAXINE ER 150 MG *DNC* (CAP)  |    825 |   0.05 |  87.23
 328 |  00781150701 | ATENOLOL 100 MG TAB (TAB)          |    821 |   0.05 |  87.28
 329 |  40985027435 | COENZYME Q10 200MG CAP (CAP)       |    805 |   0.05 |  87.33
 330 |  00904319760 | FOLIC ACID 0.4 MG TABLET (TAB)     |    801 |   0.05 |  87.38
 331 |  00904113213 | VITAMIN B-12 100 MCG TABLET (TAB)  |    800 |   0.05 |  87.43
 332 |  63824005634 | MUCINEX DM ER600-30MG*DNC*O (TAB)  |    800 |   0.05 |  87.48
 333 |  16729003516 | ANASTROZOLE 1 MG TAB (TAB)         |    800 |   0.05 |  87.53
 334 |  00131247835 | VIMPAT 100 MG TABLET (TAB)         |    799 |   0.05 |  87.58
 335 |  00591090030 | GLIPIZide XL 2.5 MG *DNC*TA (TAB)  |    782 |   0.05 |  87.63
 336 |  51991077290 | LANSOPRAZOLE DR30MG *DNC*CA (CAP)  |    781 |   0.05 |  87.68
 337 |  00071101468 | LYRICA 75 MG CAPSULE (CAP)         |    780 |   0.05 |  87.73
 338 |  60505311308 | OLANZAPINE 10 MG TABLET (TAB)      |    763 |   0.05 |  87.78
 339 |  00904027472 | VITAMIN E 400 UNIT SOFTGEL (CAP)   |    757 |   0.05 |  87.82
 340 |  00597014960 | PRADAXA 75 MG UD CAP (CAP)         |    750 |   0.05 |  87.87
 341 |  64980012950 | FLORANEX BOTTLE (ORIG) (TAB)       |    750 |   0.05 |  87.92
 342 |  65862066230 | ARIPIPRAZOLE 5 MG TAB (TAB)        |    747 |   0.05 |  87.97
 343 |  49884083109 | DILTIAZEM 24hr CD240MG CP * (CAP)  |    745 |   0.05 |  88.01
 344 |  00228254050 | CARB-LEVO 25-250 TAB (TAB)         |    744 |   0.05 |  88.06
 345 |  16729001901 | MYCOPHENOLATE 500MG*DNC*TAB (TAB)  |    738 |   0.05 |   88.1
 346 |  13668004005 | RISPERIDONE 4 MG TAB (TAB)         |    735 |   0.05 |  88.15
 347 |  55111032890 | NATEGLINIDE 60 MG TABLET (TAB)     |    734 |   0.05 |   88.2
 348 |  40985022481 | GLUCOSAMINE/CHOND 750/600MG (TAB)  |    730 |   0.05 |  88.24
 349 |  59762151703 | CELECOXIB 200 MG CAP (CAP)         |    729 |   0.05 |  88.29
 350 |  64980018210 | SODIUM BICARB 650MG *DNC* T (TAB)  |    722 |   0.05 |  88.33
 351 |  54629000020 | CRANBERRY 500 MG SOFTGEL (CAP)     |    720 |   0.05 |  88.38
 352 |  51991038490 | FOLBIC TABLET (TAB)                |    715 |   0.04 |  88.42
 353 |  11845007552 | CALCIUM 500 VIT D 400 (TAB)        |    704 |   0.04 |  88.47
 354 |  69097022416 | ALENDRONATE SOD 70MG TAB *D (TAB)  |    700 |   0.04 |  88.51
 355 |  00378009401 | CARB-LEVO ER 50-200*DNC*TAB (TAB)  |    699 |   0.04 |  88.55
 356 |  57664064888 | CHLORTHALIDONE 25 MG TABLET (TAB)  |    696 |   0.04 |   88.6
 357 |  00832201250 | AMANTADINE 100 MG CAP (CAP)        |    696 |   0.04 |  88.64
 358 |  13107015690 | PAROXETINE HCL 30 MG TABLET (TAB)  |    683 |   0.04 |  88.68
 359 |  00781207401 | TRIAM-HCTZ 37.5-25 CAP (CAP)       |    681 |   0.04 |  88.73
 360 |  00054000725 | CALCITRIOL 0.25 MCG CAPSULE (CAP)  |    679 |   0.04 |  88.77
 361 |  66993005702 | HYDROXYCHLOROQUINE 200 MG (TAB)    |    677 |   0.04 |  88.81
 362 |  00054252731 | LITHIUM CARB 300 MG CAP (CAP)      |    669 |   0.04 |  88.85
 363 |  64679092603 | ENALAPRIL 20 MG TAB (TAB)          |    666 |   0.04 |  88.89
 364 |  62756014202 | METFORMIN  ER 500 MG TABLET (TAB)  |    664 |   0.04 |  88.94
 365 |  00591561905 | DIAZEPAM 5 MG TABLET (TAB)         |    659 |   0.04 |  88.98
 366 |  00093220405 | METOCLOPRAMIDE 5 MG TABLET (TAB)   |    657 |   0.04 |  89.02
 367 |  00603307932 | CYCLOBENZAPRINE 10 MG TABLE (TAB)  |    655 |   0.04 |  89.06
 368 |  60505024908 | MIRTAZAPINE 45MG TAB (TAB)         |    655 |   0.04 |   89.1
 369 |  24208063211 | PRESERVISION/LUTEIN SOFTGEL (CAP)  |    654 |   0.04 |  89.14
 370 |  00591365801 | NITROFURANTOI MON/MCR100MG* (CAP)  |    654 |   0.04 |  89.18
 371 |  00591079501 | DICYCLOMINE 20 MG TAB (TAB)        |    652 |   0.04 |  89.22
 372 |  65862023060 | LAMOTRIGINE 200 MG TABLET (TAB)    |    650 |   0.04 |  89.26
 373 |  31722053101 | TORSEMIDE 20 MG TAB (TAB)          |    650 |   0.04 |   89.3
 374 |  00093022001 | BICALUTAMIDE 50 MG TAB (TAB)       |    638 |   0.04 |  89.34
 375 |  50111044102 | TRAZODONE 150MG        TAB (TAB)   |    638 |   0.04 |  89.38
 376 |  60505009400 | DOXAZOSIN MES 2 MG TAB (TAB)       |    637 |   0.04 |  89.42
 377 |  60505313508 | QUETIAPINE FUM 200 MG TAB (TAB)    |    635 |   0.04 |  89.46
 378 |  60505009500 | DOXAZOSIN MES 4MG TAB (TAB)        |    634 |   0.04 |   89.5
 379 |  40985027116 | BIOTIN 5,000 MCG CAPS (CAP)        |    634 |   0.04 |  89.54
 380 |  00591557101 | TRIMETHOPRIM 100 MG TABLET (TAB)   |    633 |   0.04 |  89.58
 381 |  65649010302 | APRISO ER 0.375GM *DNC* CAP (CAP)  |    624 |   0.04 |  89.62
 382 |  57664039588 | VENLAFAXINE HCL 75 MG TAB (TAB)    |    623 |   0.04 |  89.66
 383 |  31722053305 | METHOCARBAMOL 500 MG TAB (TAB)     |    620 |   0.04 |   89.7
 384 |  23155011101 | PROPRANOLOL 20 MG TAB (TAB)        |    618 |   0.04 |  89.74
 385 |  13668015590 | ESOMEPRAZOLE DR 40MG CP *DN (CAP)  |    617 |   0.04 |  89.78
 386 |  00536103601 | VIT B COMPLX+VIT C VITABEE (TAB)   |    616 |   0.04 |  89.81
 387 |  65597010490 | BENICAR 40 MG TAB (TAB)            |    616 |   0.04 |  89.85
 388 |  29300012601 | BISOPROLOL 5 MG TAB (TAB)          |    614 |   0.04 |  89.89
 389 |  00054474225 | PREDNISONE 2.5 MG TAB (TAB)        |    611 |   0.04 |  89.93
 390 |  00904319251 | VITAMIN B COMPLEX 100 TAB (TAB)    |    610 |   0.04 |  89.97
 391 |  65162076411 | WARFARIN 3 MG TAB (TAB)            |    609 |   0.04 |  90.01
 392 |  13107015790 | PAROXETINE HCL 40 MG TAB (TAB)     |    608 |   0.04 |  90.04
 393 |  00378617201 | METOLAZONE 2.5 MG TAB (TAB)        |    608 |   0.04 |  90.08
 394 |  61958100301 | RANEXA ER 500 MG  *DNC*TAB (TAB)   |    606 |   0.04 |  90.12
 395 |  00904053160 | MULTIVITAMIN W/IRON TAB (TAB)      |    603 |   0.04 |  90.16
 396 |  49884083009 | DILTIAZEM CD 180 MG CAP *DN (CAP)  |    603 |   0.04 |  90.19
 397 |  68462026005 | VERAPAMIL ER 240MG*DNC* TAB (TAB)  |    601 |   0.04 |  90.23
 398 |  64896066201 | RYTARY ER 36.25 MG-145 MG*D (CAP)  |    600 |   0.04 |  90.27
 399 |  53746025401 | RANITIDNE 300 MG TAB (TAB)         |    598 |   0.04 |  90.31
 400 |  68180036309 | FENOFIBRATE 160 MG TAB (TAB)       |    597 |   0.04 |  90.34
 401 |  00054022321 | QUETIAPINE FUM 300MG TAB (TAB)     |    594 |   0.04 |  90.38
 402 |  59746038506 | TERAZOSIN 5 MG CAP (CAP)           |    594 |   0.04 |  90.42
 403 |  00904529352 | GLUCOSAMINE SULF 500 MG CAP (CAP)  |    593 |   0.04 |  90.46
 404 |  00536102008 | SIMETHICONE CHEW 125MG (TAB)       |    592 |   0.04 |  90.49
 405 |  00378035101 | HALOPERIDOL 0.5 MG TAB (TAB)       |    591 |   0.04 |  90.53
 406 |  49884029005 | MEGESTROL 40MG TAB (TAB)           |    590 |   0.04 |  90.57
 407 |  64764024060 | AMITIZA 24MCG *DNC* SOFTGEL (CAP)  |    585 |   0.04 |   90.6
 408 |  46122002878 | GUAIFENESIN ER 600MG*DNC* T (TAB)  |    584 |   0.04 |  90.64
 409 |  59762151603 | CELECOXIB 100 MG CAP (CAP)         |    580 |   0.04 |  90.68
 410 |  63044062201 | RENO CAPS (CAP)                    |    579 |   0.04 |  90.71
 411 |  65862007601 | CIPROFLOXACIN HCL 250MG (TAB)      |    578 |   0.04 |  90.75
 412 |  00054009925 | OXCARBAZEPINE 600 MG TABLET (TAB)  |    576 |   0.04 |  90.78
 413 |  65162075310 | BENAZEPRIL HCL 20 MG TAB (TAB)     |    574 |   0.04 |  90.82
 414 |  74098527112 | VITAMIN B-12 2,500 MCG SUBL (TAB)  |    571 |   0.04 |  90.86
 415 |  16500053503 | CITRACAL PETITES (TAB)             |    569 |   0.04 |  90.89
 416 |  00310075290 | CRESTOR 20MG TABLET (TAB)          |    569 |   0.04 |  90.93
 417 |  00185041060 | BUPropION  SR 100 MG TAB*DN (TAB)  |    566 |   0.04 |  90.96
 418 |  00378061401 | THIORIDAZINE 25 MG TAB (TAB)       |    558 |   0.03 |     91
 419 |  68001014203 | RAMIPRIL 2.5 MG CAP (CAP)          |    557 |   0.03 |  91.03
 420 |  59746011506 | PROCHLORPERAZINE 10 MG TAB (TAB)   |    556 |   0.03 |  91.07
 421 |  68462010960 | TOPIRAMATE 100 MG*DNC*TAB (TAB)    |    555 |   0.03 |   91.1
 422 |  07431213329 | FISH OIL 1200 MG (CAP)             |    554 |   0.03 |  91.14
 423 |  00603307821 | CYCLOBENZAPRINE 5 MG TABLET (TAB)  |    553 |   0.03 |  91.17
 424 |  65162076111 | WARFARIN SOD 1 MG TAB (TAB)        |    553 |   0.03 |   91.2
 425 |  57664074588 | REPAGLINIDE 1 MG TAB (TAB)         |    552 |   0.03 |  91.24
 426 |  00378025701 | HALOPERIDOL 1 MG TABLET (TAB)      |    552 |   0.03 |  91.27
 427 |  00469260290 | MYRBETRIQ ER 50 MG TAB*DNC* (TAB)  |    550 |   0.03 |  91.31
 428 |  40985022713 | MAGNESIUM OXIDE 250 MG TAB (TAB)   |    549 |   0.03 |  91.34
 429 |  00430078327 | ASACOL HD DR 800MG *DNC* TA (TAB)  |    546 |   0.03 |  91.38
 430 |  59746038606 | TERAZOSIN 10 MG CAP (CAP)          |    544 |   0.03 |  91.41
 431 |  00054010825 | RAMIPRIL 5 MG CAP (CAP)            |    544 |   0.03 |  91.44
 432 |  13668010960 | DULOXETINE  DR 20MG CP *DNC (CAP)  |    541 |   0.03 |  91.48
 433 |  00093574065 | CYCLOSPORINE 25MG UD CAP (CAP)     |    540 |   0.03 |  91.51
 434 |  00832051100 | BETHANECHOL 10 MG TAB (TAB)        |    540 |   0.03 |  91.55
 435 |  58468002101 | RENAGEL 800MG *DNC* TAB (TAB)      |    540 |   0.03 |  91.58
 436 |  54505033105 | HYDROCORTISONE 5 MG TAB (TAB)      |    540 |   0.03 |  91.61
 437 |  00406996001 | TEMAZEPAM 7.5 MG CAP (CAP)         |    537 |   0.03 |  91.65
 438 |  49884098501 | NATEGLINIDE 120 MG TABLET (TAB)    |    537 |   0.03 |  91.68
 439 |  60505254206 | GALANTAMINE HBR 4 MG TABLET (TAB)  |    536 |   0.03 |  91.71
 440 |  00185067405 | HYDROXYZine PAM 25 MG CAP (CAP)    |    531 |   0.03 |  91.75
 441 |  46122007606 | CALCIUM 500 + VIT D3 TAB (TAB)     |    526 |   0.03 |  91.78
 442 |  59746038306 | TERAZOSIN 1 MG CAP (CAP)           |    526 |   0.03 |  91.81
 443 |  64597030160 | NUEDEXTA 20-10 MG CAPSULE (CAP)    |    524 |   0.03 |  91.85
 444 |  61442012210 | FAMOTIDINE 40 MG TAB (TAB)         |    524 |   0.03 |  91.88
 445 |  13811060690 | TL-HEM 150 CAPLET (TAB)            |    523 |   0.03 |  91.91
 446 |  00527132601 | URSODIOL 300MG CAPSULE (CAP)       |    522 |   0.03 |  91.94
 447 |  23155017801 | ISOSORBIDE MN ER 60MG *DNC (TAB)   |    514 |   0.03 |  91.98
 448 |  66443056318 | OSTEO BI-FLEX TAB (TAB)            |    512 |   0.03 |  92.01
 449 |  00143314250 | DOXYCYCLINE HYC100MG CAPS (CAP)    |    511 |   0.03 |  92.04
 450 |  60505016601 | FLUVOXAMINE MALEATE 100 MG (TAB)   |    510 |   0.03 |  92.07
 451 |  00378082501 | CLOZAPINE 25 MG TAB (TAB)          |    508 |   0.03 |   92.1
 452 |  68682010110 | PENTOXIFYLLINE 400MG*DNC*TA (TAB)  |    504 |   0.03 |  92.14
 453 |  65597010390 | BENICAR 20 MG TABLET (TAB)         |    503 |   0.03 |  92.17
 454 |  68462011060 | TOPIRAMATE 200 MG*DNC*TAB (TAB)    |    503 |   0.03 |   92.2
 455 |  00310075590 | CRESTOR 5 MG TAB (TAB)             |    501 |   0.03 |  92.23
 456 |  65162053750 | BENZONATATE 200 MG CAP *DNC (CAP)  |    496 |   0.03 |  92.26
 457 |  51991060401 | VITAMIN D2 50,000  UN*DNC * (CAP)  |    496 |   0.03 |  92.29
 458 |  60505285001 | ALFUZOSIN HCL ER 10MG*DNC*T (TAB)  |    490 |   0.03 |  92.32
 459 |  00378161005 | DICYCLOMINE 10 MG CAPS (CAP)       |    485 |   0.03 |  92.35
 460 |  00054007928 | BALSALAZIDE DISODIUM 750 MG (CAP)  |    484 |   0.03 |  92.38
 461 | #00781502207 | METHYLPREDNISOLONE 4 MG TAB (TAB)  |    483 |   0.03 |  92.41
 462 |  00093204905 | TOLTERODINE ER 4MG*DNC* CAP (CAP)  |    482 |   0.03 |  92.44
 463 |  53489017601 | ALBUTEROL SULF 2MG TAB (TAB)       |    480 |   0.03 |  92.47
 464 |  68682020025 | CARBIDOPA 25 MG TAB (TAB)          |    480 |   0.03 |   92.5
 465 |  00005556819 | CALTRATE 600+D 800 CHEWYCHO (TAB)  |    480 |   0.03 |  92.53
 466 |  24208043262 | PRESERVISION AREDS TABLET (TAB)    |    477 |   0.03 |  92.56
 467 |  00143211250 | DOXYCYCLINE HYC 100 MG TAB (TAB)   |    477 |   0.03 |  92.59
 468 |  00054009725 | OXCARBAZEPINE 150 MG TAB (TAB)     |    476 |   0.03 |  92.62
 469 |  00781520692 | LOSARTAN HCTZ 50/12.5MG TAB (TAB)  |    476 |   0.03 |  92.65
 470 |  00185064910 | DIPHENHYdramine 50 MG CAPS (CAP)   |    471 |   0.03 |  92.68
 471 |  53746027101 | SULFAMETHOXAZOLE-TMP SS TAB (TAB)  |    470 |   0.03 |  92.71
 472 |  49884064001 | METHIMAZOLE 5 MG TABLET (TAB)      |    468 |   0.03 |  92.74
 473 |  49348081705 | FAMOTIDINE 20 OTC TAB (TAB)        |    468 |   0.03 |  92.77
 474 |  53746051401 | SPIRONOLACTONE  50MG TAB (TAB)     |    465 |   0.03 |   92.8
 475 |  00378522001 | DILTIAZEM ER 120 MG CAP *DN (CAP)  |    462 |   0.03 |  92.83
 476 |  00904431460 | CHROMIUM PICO 200 MCG TABLE (TAB)  |    458 |   0.03 |  92.86
 477 |  49884072401 | HYDROXYUREA 500 MG CAP (CAP)       |    457 |   0.03 |  92.88
 478 |  00904052260 | VITAMIN C 250 MG TAB (TAB)         |    456 |   0.03 |  92.91
 479 |  00054001829 | PREDNISONE 20 MG TAB (TAB)         |    455 |   0.03 |  92.94
 480 |  51660014030 | VALSARTAN 40 MG TAB (TAB)          |    452 |   0.03 |  92.97
 481 |  49100036374 | CULTURELLE CAPS (ORIG 30'S) (CAP)  |    450 |   0.03 |     93
 482 |  00527163801 | LEVOTHYROXINE 137 MCG TAB (TAB)    |    450 |   0.03 |  93.03
 483 |  66582031254 | VYTORIN 10-20 MG TABLET (TAB)      |    449 |   0.03 |  93.05
 484 |  51991079606 | RIVASTIGMINE 6 MG CAPSULE (CAP)    |    448 |   0.03 |  93.08
 485 |  68462047301 | URSODIOL 250 MG TAB (TAB)          |    448 |   0.03 |  93.11
 486 |  30768000676 | FOLIC ACID 800 MCG TAB (TAB)       |    444 |   0.03 |  93.14
 487 |  00024414260 | MULTAQ 400MG TABLET (TAB)          |    442 |   0.03 |  93.17
 488 |  00781148701 | AMITRIPTYLINE 25 MG TAB (TAB)      |    439 |   0.03 |  93.19
 489 |  00185061505 | HYDROXYZine PAM 50 MG CAP (CAP)    |    438 |   0.03 |  93.22
 490 |  60505311408 | OLANZAPINE 15 MG TAB (TAB)         |    438 |   0.03 |  93.25
 491 |  60505313901 | QUETIAPINE FUM 400 MG TAB (TAB)    |    438 |   0.03 |  93.27
 492 |  00536322301 | CITRUS CALCIUM 200 VIT D 25 (TAB)  |    438 |   0.03 |   93.3
 493 |  00781261305 | AMOXICILLIN 500 MG CAPSULE (CAP)   |    437 |   0.03 |  93.33
 494 |  68462035201 | HYDROXYZine HCL 10 MG TAB (TAB)    |    437 |   0.03 |  93.36
 495 |  68180036209 | FENOFIBRATE 54 MG TAB (TAB)        |    434 |   0.03 |  93.38
 496 |  68001014103 | RAMIPRIL 10 MG CAPSULE (CAP)       |    433 |   0.03 |  93.41
 497 |  66993016502 | COLCHICINE 0.6 MG TAB (TAB)        |    433 |   0.03 |  93.44
 498 |  00456122830 | NAMZARIC 28 MG-10 MG CAP (CAP)     |    425 |   0.03 |  93.46
 499 |  00456140590 | BYSTOLIC 5 MG TAB (TAB)            |    424 |   0.03 |  93.49
 500 |  00904506260 | CALCITRATE  200(950)MG  TAB (TAB)  |    422 |   0.03 |  93.52
 501 |  60505009600 | DOXAZOSIN MES 8 MG TAB (TAB)       |    421 |   0.03 |  93.54
 502 |  00603516721 | PHENOBARBITAL 64.8 MG TAB (TAB)    |    420 |   0.03 |  93.57
 503 |  51645073706 | CRANBERRY 425 MG CAP (CAP)         |    420 |   0.03 |   93.6
 504 |  00093894301 | ACYCLOVIR 400 MG TAB (TAB)         |    420 |   0.03 |  93.62
 505 |  00456045701 | ARMOUR THYROID 15 MG TABLET (TAB)  |    420 |   0.03 |  93.65
 506 |  00456120130 | LINZESS 145 MCG TAB (orig) (CAP)   |    420 |   0.03 |  93.68
 507 |  00378306605 | FENOFIBRATE 145 MG TAB (TAB)       |    419 |   0.03 |   93.7
 508 |  60505252906 | ZIPRASIDONE 40 CAPS (CAP)          |    418 |   0.03 |  93.73
 509 |  65862031560 | LEVETIRACETAM 1,000MG TAB (TAB)    |    418 |   0.03 |  93.75
 510 |  49884000901 | ISOSORBIDE DN 30 MG TAB (TAB)      |    417 |   0.03 |  93.78
 511 |  49884002201 | ISOSORBIDE DN 20 MG TAB (TAB)      |    416 |   0.03 |  93.81
 512 |  00093001806 | TOLTERODINE 2 MG TAB (TAB)         |    414 |   0.03 |  93.83
 513 |  00071101368 | LYRICA 50 MG CAPSULE (CAP)         |    412 |   0.03 |  93.86
 514 |  51645079201 | NIACIN 500 MG TAB (TAB)            |    410 |   0.03 |  93.88
 515 |  65862066530 | ARIPIPRAZOLE 20 MG TAB (TAB)       |    409 |   0.03 |  93.91
 516 |  65862066330 | ARIPIPRAZOLE 10 MG TAB (TAB)       |    409 |   0.03 |  93.93
 517 |  65162075410 | BENAZEPRIL HCL 40 MG TAB (TAB)     |    405 |   0.03 |  93.96
 518 |  00574050801 | FERROUS GLUCONATE 324 MG TA (TAB)  |    404 |   0.03 |  93.98
 519 |  59762374202 | MEDROXYPROGESterone 10 MG T (TAB)  |    402 |   0.03 |  94.01
 520 |  00591247319 | TAMOXIFEN 20 MG TAB (TAB)          |    401 |   0.03 |  94.03
 521 |  60505014502 | OMEPRAZOLE DR10MG*DNC* CAPS (CAP)  |    400 |   0.03 |  94.06
 522 |  87651042067 | AZO CRANBERRY TAB (ORIG) (TAB)     |    400 |   0.03 |  94.08
 523 |  00143117201 | CAPTOPRIL 25 MG TAB (TAB)          |    396 |   0.02 |  94.11
 524 |  60505132309 | PRAVASTATIN SOD 80 MG TAB (TAB)    |    394 |   0.02 |  94.13
 525 |  47335083783 | GALANTAMINE 24MG ER*DNC* CA (CAP)  |    392 |   0.02 |  94.16
 526 |  23155005810 | GLYBURide 5 MG TABLET (TAB)        |    392 |   0.02 |  94.18
 527 |  00904062960 | NIACIN 250 MG TR CAP (CAP)         |    391 |   0.02 |  94.21
 528 |  76439030910 | HYOSCYAMINE 0.125MG SL*DNC* (TAB)  |    390 |   0.02 |  94.23
 529 |  65862053750 | LEVOFLOXACIN 500 MG TAB (TAB)      |    385 |   0.02 |  94.26
 530 |  47335083583 | GALANTAMINE 8MG ER CAP*DNC* (CAP)  |    385 |   0.02 |  94.28
 531 |  65862039010 | ONDANSETRON ODT 4 MG TAB (TAB)     |    380 |   0.02 |   94.3
 532 |  68462034690 | LEVOCETIRIZINE 5 MG TAB (TAB)      |    380 |   0.02 |  94.33
 533 |  65862001801 | CEPHALEXIN 250 MG CAP (CAP)        |    379 |   0.02 |  94.35
 534 |  68001021300 | LOVASTATIN 10 MG TABLET (TAB)      |    379 |   0.02 |  94.37
 535 |  43292055540 | B COMPLEX OPT 100 TABLET (TAB)     |    376 |   0.02 |   94.4
 536 |  00536105022 | CALCIUM ANTACID CHEW 750MG (TAB)   |    376 |   0.02 |  94.42
 537 |  00378013501 | DILTIAZEM 90 MG TABLET (TAB)       |    375 |   0.02 |  94.45
 538 |  51672412501 | CARBAMAZEPINE XR 400MG*DNC* (TAB)  |    372 |   0.02 |  94.47
 539 |  07610019520 | CALCIUM CITRATE 400 MG (TAB)       |    372 |   0.02 |  94.49
 540 |  65862066630 | ARIPIPRAZOLE 30 MG TAB (TAB)       |    369 |   0.02 |  94.51
 541 |  68382022816 | FENOFIBRATE 48 MG TAB (TAB)        |    369 |   0.02 |  94.54
 542 |  66685100101 | AMOX-CLAV 875-125 MG TA (TAB)      |    368 |   0.02 |  94.56
