Usage Summary

Rank |        NDC11 | Drug Name                          | Quant. |      % | Cuml %
 302 |  00456341433 | NAMENDA XR14 MG*DNC*               |    400 |   0.06 |   86.7
 303 |  00456141090 | BYSTOLIC 10 MG TAB                 |    400 |   0.06 |  86.76
 304 |  00904027760 | VITAMIN E 1000  GELCAP*CP*         |    398 |   0.06 |  86.82
 305 |  38485086335 | THERMOTABS TABLET                  |    398 |   0.06 |  86.88
 306 |  00904052260 | VITAMIN C 250 MG TAB               |    397 |   0.06 |  86.94
 307 |  49884072401 | HYDROXYUREA 500 MG CAP             |    396 |   0.06 |     87
 308 |  60505024908 | MIRTAZAPINE 45MG TAB               |    395 |   0.06 |  87.06
 309 |  00185067405 | HYDROXYZine PAM 25 MG CAP          |    393 |   0.06 |  87.12
 310 |  16252061630 | ROSUVASTATIN 10 MG TAB             |    393 |   0.06 |  87.18
 311 |  51991038490 | FOLBIC TABLET                      |    392 |   0.06 |  87.24
 312 |  00603221332 | AMITRIPTYLINE 25 MG TAB            |    392 |   0.06 |   87.3
 313 |  00378061601 | THIORIDAZINE 50 MG TAB             |    390 |   0.06 |  87.36
 314 |  10370010250 | BUPropIONXL 300 MG *DNC*           |    388 |   0.06 |  87.42
 315 |  59762151703 | CELECOXIB 200 MG CAP               |    384 |   0.06 |  87.48
 316 |  00591557101 | TRIMETHOPRIM 100 MG TABLET         |    384 |   0.06 |  87.54
 317 |  68462025501 | ROPINIROLE HCL 1MG  TAB            |    382 |   0.06 |   87.6
 318 |  00603307932 | CYCLOBENZAPRINE 10 MG TABLE        |    380 |   0.06 |  87.66
 319 |  40985021104 | VITAMIN B-12 1000MCG TR TAB        |    380 |   0.06 |  87.71
 320 |  51248015103 | VESICARE 10 MG TABLET              |    372 |   0.06 |  87.77
 321 |  50111046701 | PROPRANOLOL 10 MG TAB              |    371 |   0.06 |  87.83
 322 |  60505016601 | FLUVOXAMINE MALEATE 100 MG         |    370 |   0.06 |  87.88
 323 |  64597030160 | NUEDEXTA 20-10 MG CAPSULE          |    364 |   0.06 |  87.94
 324 |  60505313901 | QUETIAPINE FUM 400 MG TAB          |    364 |   0.06 |  87.99
 325 |  60505254306 | GALANTAMINE HBR 8 MG TAB           |    362 |   0.06 |  88.05
 326 |  00603307821 | CYCLOBENZAPRINE 5 MG TABLET        |    358 |   0.05 |   88.1
 327 |  00378022201 | CHLORTHALIDONE 25 MG TAB           |    352 |   0.05 |  88.16
 328 |  00378052501 | DILTIAZEM HCL 120 MG TAB           |    352 |   0.05 |  88.21
 329 |  29300012601 | BISOPROLOL 5 MG TAB                |    350 |   0.05 |  88.27
 330 |  45802042578 | FEXOFENADINE 60 MG TABLET          |    348 |   0.05 |  88.32
 331 |  60505314008 | OLANZAPINE 20 MG TABLET            |    348 |   0.05 |  88.37
 332 |  00781520692 | LOSARTAN HCTZ 50/12.5MG TAB        |    347 |   0.05 |  88.42
 333 |  68001014203 | RAMIPRIL 2.5 MG CAP                |    346 |   0.05 |  88.48
 334 |  00115351101 | PYRIDOSTIGMINE 60 MG *DNC*         |    345 |   0.05 |  88.53
 335 |  00527132501 | DIGOXIN 250 MCG TABLET             |    345 |   0.05 |  88.58
 336 |  60505009500 | DOXAZOSIN MES 4MG TAB              |    344 |   0.05 |  88.64
 337 |  31722053305 | METHOCARBAMOL 500 MG TAB           |    342 |   0.05 |  88.69
 338 |  68462026005 | VERAPAMIL ER 240MG*DNC* TAB        |    342 |   0.05 |  88.74
 339 |  49884083109 | DILTIAZEM 24hr CD240MG CP *        |    341 |   0.05 |  88.79
 340 |  64764024060 | AMITIZA 24MCG *DNC* SOFTGEL        |    340 |   0.05 |  88.84
 341 |  00832201250 | AMANTADINE 100 MG CAP              |    339 |   0.05 |   88.9
 342 |  69387011905 | BENZONATATE 100 MG *DNC*CAP        |    339 |   0.05 |  88.95
 343 |  65862039010 | ONDANSETRON ODT 4 MG TAB           |    333 |   0.05 |     89
 344 |  00574060801 | FERROUS SULF 324 MG TAB EC         |    330 |   0.05 |  89.05
 345 |  51991060401 | VITAMIN D2 50000U*DNC *SOF         |    329 |   0.05 |   89.1
 346 |  00591090030 | GLIPIZide ER 2.5 MG *DNC*TA        |    328 |   0.05 |  89.15
 347 |  00904555159 | DIPHENHYdramine 25 MG TAB          |    327 |   0.05 |   89.2
 348 |  00378025701 | HALOPERIDOL 1 MG TABLET            |    326 |   0.05 |  89.25
 349 |  65162076511 | WARFARIN SOD 4 MG TAB              |    322 |   0.05 |   89.3
 350 |  40985022481 | GLUCOSAMINE/CHOND 750/600MG        |    316 |   0.05 |  89.35
 351 |  57664039388 | VENLAFAXINE HCL 37.5 MG TAB        |    316 |   0.05 |  89.39
 352 |  47781030701 | NITROFURANTOIN MCR 50MG*DNC        |    315 |   0.05 |  89.44
 353 |  68462035205 | HYDROXYZine HCL 10 MG TAB          |    314 |   0.05 |  89.49
 354 |  11845007552 | CALCIUM 500 VIT D 400              |    314 |   0.05 |  89.54
 355 |  53746046605 | IBUPROFEN 800 MG *DNC*TAB          |    314 |   0.05 |  89.59
 356 |  00185061501 | HYDROXYZine PAM 50 MG CAP          |    312 |   0.05 |  89.63
 357 |  00310075190 | CRESTOR 10MG TAB                   |    310 |   0.05 |  89.68
 358 |  65862023060 | LAMOTRIGINE 200 MG TABLET          |    310 |   0.05 |  89.73
 359 |  16252061730 | ROSUVASTATIN 20 MG TAB             |    310 |   0.05 |  89.78
 360 |  74098527112 | VITAMIN B-12 2500 MCG SUBL         |    310 |   0.05 |  89.82
 361 |  49884098501 | NATEGLINIDE 120 MG TABLET          |    309 |   0.05 |  89.87
 362 |  60505015701 | BUPropION HCL 100 MG TAB           |    309 |   0.05 |  89.92
 363 |  62756014202 | METFORMIN  ER 500 MG TABLET        |    308 |   0.05 |  89.97
 364 |  68462027501 | DESMOPRESSIN ACETATE 0.1 MG        |    308 |   0.05 |  90.01
 365 |  13668010960 | DULOXETINE DR 20MG*DNC CAP         |    303 |   0.05 |  90.06
 366 |  00536348108 | FERROUS SULF ER140MG (UD) T        |    300 |   0.05 |   90.1
 367 |  64980012950 | FLORANEX BOTTLE (ORIG)             |    300 |   0.05 |  90.15
 368 |  59746011506 | PROCHLORPERAZINE 10 MG TAB         |    296 |   0.05 |   90.2
 369 |  51991077290 | LANSOPRAZOLE DR30MG *DNC*CA        |    294 |   0.04 |  90.24
 370 |  54629000020 | CRANBERRY 500 MG SOFTGEL           |    290 |   0.04 |  90.28
 371 |  00430078327 | ASACOL HD DR 800MG *DNC* TA        |    290 |   0.04 |  90.33
 372 |  00527132601 | URSODIOL 300MG CAPSULE             |    290 |   0.04 |  90.37
 373 |  23155000401 | HYDRALAZine 100 MG TAB             |    288 |   0.04 |  90.42
 374 |  74312002832 | MELATONIN 1 MG TAB                 |    288 |   0.04 |  90.46
 375 |  59746038506 | TERAZOSIN 5 MG CAP                 |    288 |   0.04 |  90.51
 376 |  59746038606 | TERAZOSIN 10 MG CAP                |    288 |   0.04 |  90.55
 377 |  51991079406 | RIVASTIGMINE 3 MG CAPSULE          |    288 |   0.04 |  90.59
 378 |  65162075310 | BENAZEPRIL HCL 20 MG TAB           |    288 |   0.04 |  90.64
 379 |  59762151603 | CELECOXIB 100 MG CAP               |    286 |   0.04 |  90.68
 380 |  00378009401 | CARB-LEVO ER 50-200*DNC*TAB        |    286 |   0.04 |  90.72
 381 |  65862066530 | ARIPIPRAZOLE 20 MG TAB             |    284 |   0.04 |  90.77
 382 |  24208063211 | PRESERVISION/LUTEIN SOFT*CP        |    283 |   0.04 |  90.81
 383 |  64679092603 | ENALAPRIL 20 MG TAB                |    282 |   0.04 |  90.85
 384 |  00527163801 | LEVOTHYROXINE 137 MCG TAB          |    281 |   0.04 |   90.9
 385 |  64896066201 | RYTARY ER 36.25 MG-145 MG*D        |    280 |   0.04 |  90.94
 386 |  43292055606 | CALCIUM CITRATE 250 MG CAPL        |    280 |   0.04 |  90.98
 387 |  00378013501 | DILTIAZEM 90 MG TABLET             |    280 |   0.04 |  91.03
 388 |  60505311308 | OLANZAPINE 10 MG TABLET            |    278 |   0.04 |  91.07
 389 |  00904319251 | VITAMIN B COMPLEX 100 TAB          |    278 |   0.04 |  91.11
 390 |  63044062201 | RENO CAPS                          |    275 |   0.04 |  91.15
 391 |  13811060690 | TL-HEM 150 CAPLET                  |    274 |   0.04 |  91.19
 392 |  23155017801 | ISOSORBIDE MN ER 60MG *DNC         |    274 |   0.04 |  91.24
 393 |  65597010390 | BENICAR 20 MG TABLET               |    272 |   0.04 |  91.28
 394 |  00378306605 | FENOFIBRATE 145 MG TAB             |    272 |   0.04 |  91.32
 395 |  00131247835 | VIMPAT 100 MG TABLET               |    270 |   0.04 |  91.36
 396 |  69097022416 | ALENDRONATE SOD 70MG TAB *D        |    268 |   0.04 |   91.4
 397 |  68462010960 | TOPIRAMATE 100 MG*DNC*TAB          |    268 |   0.04 |  91.44
 398 |  13107015690 | PAROXETINE HCL 30 MG TABLET        |    266 |   0.04 |  91.48
 399 |  68180036209 | FENOFIBRATE 54 MG TAB              |    266 |   0.04 |  91.52
 400 |  54505033210 | HYDROCORTISONE 10 MG TABLET        |    264 |   0.04 |  91.56
 401 |  00527134001 | BETHANECHOL 10 MG TAB              |    264 |   0.04 |   91.6
 402 |  49884023211 | DONEPEZIL HCL 23 MG TAB *DN        |    263 |   0.04 |  91.64
 403 |  23155006505 | METRONIDAZOLE 500 MG TABLET        |    262 |   0.04 |  91.68
 404 |  00591349830 | GALANTAMINE 24MG ER*DNC* CA        |    262 |   0.04 |  91.72
 405 |  65862066330 | ARIPIPRAZOLE 10 MG TAB             |    259 |   0.04 |  91.76
 406 |  55111032890 | NATEGLINIDE 60 MG TABLET           |    258 |   0.04 |   91.8
 407 |  68382008001 | HALOPERIDOL 10 MG TABLET           |    258 |   0.04 |  91.84
 408 |  00904113213 | VITAMIN B-12 100 MCG TABLET        |    258 |   0.04 |  91.88
 409 |  00574050801 | FERROUS GLUCONATE 324 MG TA        |    256 |   0.04 |  91.92
 410 |  68462025401 | ROPINIROLE HCL 0.5 MG TAB          |    256 |   0.04 |  91.96
 411 |  60505016501 | FLUVOXAMINE MALEATE 50 MG T        |    254 |   0.04 |     92
 412 |  68180036309 | FENOFIBRATE 160 MG TAB             |    254 |   0.04 |  92.04
 413 |  66685100100 | AMOX-CLAV 875-125 MG TA            |    253 |   0.04 |  92.08
 414 |  68462034690 | LEVOCETIRIZINE 5 MG TAB            |    253 |   0.04 |  92.12
 415 |  42865030602 | ZENPEP DR 10000 UNITS CAP          |    252 |   0.04 |  92.15
 416 |  31184514818 | VITAMIN B12 5000 MCG  SUBLI        |    252 |   0.04 |  92.19
 417 |  49884064001 | METHIMAZOLE 5 MG TABLET            |    251 |   0.04 |  92.23
 418 |  00378306577 | FENOFIBRATE 48 MG TAB              |    249 |   0.04 |  92.27
 419 |  13107015790 | PAROXETINE HCL 40 MG TAB           |    246 |   0.04 |  92.31
 420 |  64980018210 | SODIUM BICARB 650MG *DNC* T        |    246 |   0.04 |  92.34
 421 |  66582031254 | VYTORIN 10-20 MG TABLET            |    242 |   0.04 |  92.38
 422 |  23155011101 | PROPRANOLOL 20 MG TAB              |    240 |   0.04 |  92.42
 423 |  68462025801 | ROPINIROLE HCL 4MG TAB             |    240 |   0.04 |  92.45
 424 |  00781150701 | ATENOLOL 100 MG TAB                |    240 |   0.04 |  92.49
 425 |  68682020025 | CARBIDOPA 25 MG TAB                |    240 |   0.04 |  92.53
 426 |  65862031560 | LEVETIRACETAM 1000MG TAB           |    238 |   0.04 |  92.56
 427 |  64980016201 | BETHANECHOL 25 MG TAB              |    236 |   0.04 |   92.6
 428 |  00131247935 | VIMPAT 150 MG TAB                  |    236 |   0.04 |  92.64
 429 |  00904529352 | GLUCOSAMINE SULF 500 MG CAP        |    236 |   0.04 |  92.67
 430 |  68001023900 | CLONIDINE 0.3 MG TAB               |    234 |   0.04 |  92.71
 431 |  40985022713 | MAGNESIUM OXIDE 250 MG TAB         |    234 |   0.04 |  92.74
 432 |  24385036881 | NAPROXEN 220 MG TAB                |    233 |   0.04 |  92.78
 433 |  31722030201 | ALFUZOSIN HCL ER 10MG*DNC*T        |    232 |   0.04 |  92.81
 434 |  53746051401 | SPIRONOLACTONE  50MG TAB           |    232 |   0.04 |  92.85
 435 |  53746025401 | RANITIDNE 300 MG TAB               |    232 |   0.04 |  92.89
 436 |  00904188280 | OYSTER SHELL 250MG+VIT D TA        |    232 |   0.04 |  92.92
 437 |  23155010310 | METFORMIN HCL 850 MG TAB           |    232 |   0.04 |  92.96
 438 |  30768000676 | FOLIC ACID 800 MCG TAB             |    229 |   0.03 |  92.99
 439 |  51645079201 | NIACIN 500 MG TAB                  |    228 |   0.03 |  93.03
 440 |  76644356317 | OSTEO BI-FLEX TAB                  |    228 |   0.03 |  93.06
 441 |  53489017601 | ALBUTEROL SULF 2MG TAB             |    228 |   0.03 |   93.1
 442 |  40985027435 | COENZYME Q10 200MG CAP             |    228 |   0.03 |  93.13
 443 |  68001027900 | DICLOFENAC SOD EC 25 MG TAB        |    226 |   0.03 |  93.17
 444 |  60505132309 | PRAVASTATIN SOD 80 MG TAB          |    226 |   0.03 |   93.2
 445 |  00904560413 | FISH OIL 500 MG OMEGA3 SOFT        |    226 |   0.03 |  93.23
 446 |  51645073706 | CRANBERRY 425 MG CAP               |    224 |   0.03 |  93.27
 447 |  23155050201 | HYDROXYZine HCL 50 MG TAB          |    224 |   0.03 |   93.3
 448 |  54092019112 | PENTASA 500 MG CAPS *DNC*          |    224 |   0.03 |  93.34
 449 |  67618010928 | COLACE 50 MG CAPSULE               |    224 |   0.03 |  93.37
 450 |  00310028060 | SEROQUEL XR 50 MG *DNC* TAB        |    215 |   0.03 |   93.4
 451 |  60505311408 | OLANZAPINE 15 MG TAB               |    214 |   0.03 |  93.44
 452 |  00456120130 | LINZESS 145 MCG TAB (orig)         |    210 |   0.03 |  93.47
 453 |  00378061401 | THIORIDAZINE 25 MG TAB             |    210 |   0.03 |   93.5
 454 |  13668009290 | PRAMIPEXOLE 0.25 MG TAB            |    210 |   0.03 |  93.53
 455 |  00597014960 | PRADAXA 75 MG UD CAP               |    210 |   0.03 |  93.57
 456 |  00378534001 | DILTIAZEM ER 240MG CAP SA *        |    207 |   0.03 |   93.6
 457 |  49348081705 | FAMOTIDINE 20MG OTC TAB            |    206 |   0.03 |  93.63
 458 |  69918020101 | DESMOPRESSIN ACETATE 0.2MG         |    205 |   0.03 |  93.66
 459 |  87701040767 | CALCIUM 500+VITD3 600TAB           |    204 |   0.03 |  93.69
 460 |  65162075410 | BENAZEPRIL HCL 40 MG TAB           |    203 |   0.03 |  93.72
 461 |  65862007601 | CIPROFLOXACIN HCL 250MG            |    203 |   0.03 |  93.75
 462 |  59762045001 | COLESTIPOL HCL 1 GM TAB *DN        |    202 |   0.03 |  93.78
 463 |  23155005810 | GLYBURide 5 MG TABLET              |    202 |   0.03 |  93.81
 464 |  49348030610 | NAPROXE 220MG(ORIG)                |    200 |   0.03 |  93.85
 465 |  57896010101 | ACETAMINOPHEN 325 MG(ORIG)         |    200 |   0.03 |  93.88
 466 |  00185012801 | BUMETANIDE 0.5 MG TAB              |    198 |   0.03 |  93.91
 467 |  00591365801 | NITROFURANTOI MON/MCR100MG*        |    198 |   0.03 |  93.94
 468 |  49884050101 | BUDESONIDE EC 3 MG CAP *DNC        |    198 |   0.03 |  93.97
 469 |  00904051860 | VITAMIN B-6 100 MG TABLET          |    198 |   0.03 |     94
 470 |  00904561646 | COENZYME Q10 50MG SOFTG            |    198 |   0.03 |  94.03
 471 |  00536105022 | CALCIUM ANTACID CHEW 750MG         |    196 |   0.03 |  94.06
 472 |  58468013001 | RENVELA 800 MG*DNC*TAB             |    196 |   0.03 |  94.09
 473 |  65162076111 | WARFARIN SOD 1 MG TAB              |    193 |   0.03 |  94.12
 474 |  00378617201 | METOLAZONE 2.5 MG TAB              |    192 |   0.03 |  94.15
 475 |  45963053930 | ONDANSETRON HCL 8 MG TAB           |    190 |   0.03 |  94.17
 476 |  59762080002 | TOLTERODINE 2 MG TAB               |    190 |   0.03 |   94.2
 477 |  65162076710 | WARFARIN SOD 6 MG TABLET           |    187 |   0.03 |  94.23
 478 |  51660014030 | VALSARTAN 40 MG TAB                |    186 |   0.03 |  94.26
 479 |  00781207401 | TRIAM-HCTZ 37.5-25 CAP             |    186 |   0.03 |  94.29
 480 |  00228291809 | DILTIAZEM24HR ER 360MG*DNC*        |    185 |   0.03 |  94.32
 481 |  00832011100 | AMANTADINE 100 MG TAB              |    182 |   0.03 |  94.35
 482 |  63304069301 | CLINDAMYCIN HCL 300 MG CAPS        |    181 |   0.03 |  94.37
 483 |  69076047601 | GLYCOPYRROLATE 2 MG TAB            |    180 |   0.03 |   94.4
 484 |  65862059760 | LAMIVUDINE-ZIDOVUDINE(ORIG)        |    180 |   0.03 |  94.43
 485 |  57141000497 | VIACTIV+ D CHOCO CHEW+12(OR        |    180 |   0.03 |  94.46
 486 |  30761012012 | ALPHA LIPOIC ACID 100MG            |    180 |   0.03 |  94.48
 487 |  59762106102 | DIPHENOXYLATE-ATROPINE 2.5-        |    180 |   0.03 |  94.51
 488 |  13668009390 | PRAMIPEXOLE  0.5MG TABS            |    178 |   0.03 |  94.54
 489 |  61958100301 | RANEXA ER 500 MG  *DNC*TAB         |    177 |   0.03 |  94.56
 490 |  60505009600 | DOXAZOSIN MES 8 MG TAB             |    177 |   0.03 |  94.59
 491 |  30768029545 | KRILL OIL 1000 MG SOFTGEL          |    176 |   0.03 |  94.62
 492 |  51672412501 | CARBAMAZEPINE XR 400MG*DNC*        |    175 |   0.03 |  94.65
 493 |  00591034301 | VERAPAMIL 80 MG TABLET             |    174 |   0.03 |  94.67
 494 |  00904404360 | FISH OIL 340- 1000MG CAP*CP        |    172 |   0.03 |   94.7
 495 |  62175026237 | NIFEDIPine ER 90MG*DNC*PROC        |    172 |   0.03 |  94.72
 496 |  27241001709 | MONTELUKAST 5MG CHEW TAB           |    171 |   0.03 |  94.75
 497 |  00378528001 | DILTIAZEM ER 180MG CAP SA *        |    171 |   0.03 |  94.78
 498 |  16729000717 | SIMVASTATIN 80 MG TAB              |    171 |   0.03 |   94.8
 499 |  11845011831 | VITAMIN D 400 UI SOFTGEL           |    170 |   0.03 |  94.83
 500 |  65597010490 | BENICAR 40 MG TAB                  |    170 |   0.03 |  94.85
 501 |  00456045701 | ARMOUR THYROID 15 MG TABLET        |    170 |   0.03 |  94.88
 502 |  00591363630 | TROSPIUM ER 60MG*DNC*              |    170 |   0.03 |  94.91
 503 |  51672405506 | AMIODARONE HCL 100 MG TAB          |    169 |   0.03 |  94.93
 504 |  00143117201 | CAPTOPRIL 25 MG TAB                |    168 |   0.03 |  94.96
 505 |  68180051801 | LISINOPRIL-HCTZ 10-12.5 MG         |    168 |   0.03 |  94.98
 506 |  00228285011 | GUANFACINE HCL ER 1 MG TAB         |    168 |   0.03 |  95.01
 507 |  00591231919 | VALSARTAN 320MG/HCTZ 25MG          |    168 |   0.03 |  95.04
 508 |  31722053001 | TORSEMIDE 10 MG TABLET             |    164 |   0.03 |  95.06
 509 |  00781527764 | DONEPEZIL  ODT 10MG  TAB *D        |    162 |   0.02 |  95.08
 510 |  68382006516 | SIMVASTATIN 5 MG TAB               |    161 |   0.02 |  95.11
 511 |  53746027101 | SULFAMETHOXAZOLE-TMP SS TAB        |    161 |   0.02 |  95.13
 512 |  00186077760 | BRILINTA 90 MG TAB                 |    160 |   0.02 |  95.16
 513 |  63824005634 | MUCINEX DM ER600-30MG*DNC*O        |    160 |   0.02 |  95.18
 514 |  52544015230 | RAPAFLO 8MG CAPSULE                |    159 |   0.02 |  95.21
 515 |  23155005701 | GLYBURide 2.5 MG TAB               |    158 |   0.02 |  95.23
 516 |  65862066130 | ARIPIPRAZOLE 2 MG TAB              |    158 |   0.02 |  95.26
 517 |  00591247330 | TAMOXIFEN 20 MG TAB                |    158 |   0.02 |  95.28
 518 |  00456112030 | VIIBRYD 20 MG TAB                  |    156 |   0.02 |   95.3
 519 |  66993016502 | COLCHICINE 0.6 MG TAB              |    153 |   0.02 |  95.33
 520 |  49100036374 | CULTURELLE CAPS (ORIG 30'S)        |    150 |   0.02 |  95.35
 521 |  87651042067 | AZO CRANBERRY TAB (ORIG)           |    150 |   0.02 |  95.37
 522 |  00904590887 | DAIRY AID (LACTASE CAPLET)         |    150 |   0.02 |   95.4
 523 |  00591533710 | TRIHEXYPHENDYL 5 MG TAB            |    150 |   0.02 |  95.42
 524 |  13668009490 | PRAMIPEX 1MG TABLET                |    150 |   0.02 |  95.44
 525 |  37205098078 | PAIN RELIEVER 500 MG GELCAP        |    150 |   0.02 |  95.46
 526 |  47335083583 | GALANTAMINE 8MG ER CAP*DNC*        |    148 |   0.02 |  95.49
 527 |  74098527073 | LUTEIN 20 MG SOFTGEL               |    147 |   0.02 |  95.51
 528 |  23155002701 | VERAPAMIL 120 MG TAB               |    146 |   0.02 |  95.53
 529 |  53746019005 | NAPROXEN 500 MG TABLET             |    146 |   0.02 |  95.55
 530 |  00781520792 | LOSARTAN HCTZ 100/25MG TAB         |    146 |   0.02 |  95.58
 531 |  68462011060 | TOPIRAMATE 200 MG*DNC*TAB          |    146 |   0.02 |   95.6
 532 |  11845096101 | MAGNESIUM 200 MG TABLET            |    146 |   0.02 |  95.62
 533 |  00378522001 | DILTIAZEM ER 120 MG CAP *DN        |    145 |   0.02 |  95.64
 534 |  60505254206 | GALANTAMINE HBR 4 MG TABLET        |    144 |   0.02 |  95.67
 535 |  57664039688 | VENLAFAXINE HCL 100 MG TAB         |    142 |   0.02 |  95.69
 536 |  00904506260 | CALCITRATE  200(950)MG  TAB        |    142 |   0.02 |  95.71
 537 |  00527135101 | LEVOTHYROXINE 200 MCG TAB          |    142 |   0.02 |  95.73
 538 |  32420846530 | OCUVITE SOFTGEL ADULT 50+          |    142 |   0.02 |  95.75
 539 |  43547027809 | IRBESARTAN 150 MG TAB              |    142 |   0.02 |  95.77
 540 |  60505253106 | ZIPRASIDONE 80 MG CAP              |    142 |   0.02 |   95.8
 541 |  51991081190 | METAFOLBIC PLUS                    |    142 |   0.02 |  95.82
 542 | #49884067801 | NIFEDIPINE ER 60MG*DNC* TAB        |    140 |   0.02 |  95.84
 543 |  65862058301 | AMLODIPINE-BENAZ 5/10 CAP          |    140 |   0.02 |  95.86
 544 |  00378110101 | PRAZOSIN 1MG CAPSULE               |    140 |   0.02 |  95.88
 545 |  54092047612 | LIALDA 1.2 GM TABLET SA            |    140 |   0.02 |   95.9
 546 |  69387010701 | VALPROIC ACID 250 MG*DNC* C        |    140 |   0.02 |  95.92
 547 |  00603374128 | FUROSEMIDE 80MG TAB                |    140 |   0.02 |  95.95
 548 |  00904552752 | CRANBERRY FRUIT 405 MG CAP         |    139 |   0.02 |  95.97
 549 |  65862050220 | AMOX TR-K CLV 500-125 MG TA        |    137 |   0.02 |  95.99
 550 |  00781261305 | AMOXICILLIN 500 MG CAPSULE         |    134 |   0.02 |  96.01
 551 |  13668015490 | ESOMEPRAZOLE DR 20MG *DNC*         |    133 |   0.02 |  96.03
 552 |  65649030302 | XIFAXAN 550 MG TABLET              |    132 |   0.02 |  96.05
 553 |  42192033101 | NP THYROID 90 MG TABLET            |    128 |   0.02 |  96.07
 554 |  16252061830 | ROSUVASTATIN 40 MG TAB             |    126 |   0.02 |  96.09
 555 |  65862053750 | LEVOFLOXACIN 500 MG TAB            |    122 |   0.02 |  96.11
 556 |  60505253006 | ZIPRASIDONE 60 MG CAP              |    121 |   0.02 |  96.12
 557 |  65862021105 | MINOCYCLINE 100 MG*DNC* CAP        |    120 |   0.02 |  96.14
 558 |  00536104610 | SODIUM BICARB 325MG  *DNC*         |    120 |   0.02 |  96.16
 559 |  65862066630 | ARIPIPRAZOLE 30 MG TAB             |    120 |   0.02 |  96.18
 560 |  44946101003 | FLUORIDE 1MG  CHEW TAB(orig        |    120 |   0.02 |   96.2
 561 |  59676057101 | INTELENCE 200MG*DNC*(ORIG)         |    120 |   0.02 |  96.22
 562 |  65649010302 | APRISO ER 0.375GM *DNC* CAP        |    120 |   0.02 |  96.23
 563 |  00591533501 | TRIHEXYPHENIDYL 2 MG TAB           |    120 |   0.02 |  96.25
 564 |  43547033003 | IRBESARTAN-HCTZ 150-12.5 MG        |    120 |   0.02 |  96.27
 565 |  74026187756 | AREDIUM TAB                        |    120 |   0.02 |  96.29
 566 |  00378119001 | GUANFACINE 2 MG TABLET             |    120 |   0.02 |  96.31
 567 |  64679092303 | ENALAPRIL 2.5 MG TAB               |    119 |   0.02 |  96.33
 568 |  33342007510 | VALSARTAN-HCTZ 160-12.5 MG         |    118 |   0.02 |  96.34
 569 |  57664011688 | VERAPAMIL ER 120 MG*DNC* TA        |    118 |   0.02 |  96.36
 570 |  00378116001 | GUANFACINE 1 MG TAB                |    117 |   0.02 |  96.38
 571 |  00832030400 | CHLORPROMAZINE 200 MG TAB          |    116 |   0.02 |   96.4
 572 |  31284353430 | PHILLIPS COLON HEALTH CAPS         |    116 |   0.02 |  96.42
 573 |  51991079306 | RIVASTIGMINE 1.5 MG CAP            |    116 |   0.02 |  96.43
 574 |  00245010811 | FERR SULF EC 325 MG TAB(DNC        |    116 |   0.02 |  96.45
 575 |  31722027090 | QUINAPRIL 40 MG TAB                |    116 |   0.02 |  96.47
 576 |  68682070530 | DILTIAZEM ER 180 MG TAB *DN        |    116 |   0.02 |  96.49
 577 |  65862058401 | AMLODIPINE/BENAZ 5/20 CAP          |    116 |   0.02 |   96.5
 578 |  62175012937 | ISOSORBIDE MN ER120MG *DNC         |    116 |   0.02 |  96.52
 579 |  65162054510 | PRIMIDONE 250 MG TABLET            |    116 |   0.02 |  96.54
 580 |  16729007801 | CARB-LEVO ER 25-100*DNC*TAB        |    116 |   0.02 |  96.56
 581 |  76439036490 | VIRT-VITE TABLET                   |    114 |   0.02 |  96.57
 582 |  68546022956 | AZILECT 1 MG TABLET                |    114 |   0.02 |  96.59
 583 |  65162075210 | BENAZEPRIL HCL 10 MG TABLET        |    114 |   0.02 |  96.61
 584 |  68180051902 | LISINOPRIL-HCTZ 20-12.5 TAB        |    114 |   0.02 |  96.63
 585 |  00310075290 | CRESTOR 20MG TABLET                |    114 |   0.02 |  96.64
 586 |  00186504031 | NEXIUM 40 MG CAP *DNC*             |    114 |   0.02 |  96.66
 587 |  50458058030 | XARELTO 10 MG TAB                  |    114 |   0.02 |  96.68
 588 |  49884005601 | IMIPRAMINE HCL 50 MG TAB           |    112 |   0.02 |   96.7
 589 |  00143117301 | CAPTOPRIL 50 MG TABLET             |    112 |   0.02 |  96.71
 590 |  57664074788 | REPAGLINIDE 2 MG TAB               |    112 |   0.02 |  96.73
 591 |  00603506221 | PERPHENAZINE 8 MG TAB              |    112 |   0.02 |  96.75
 592 |  63402030430 | LATUDA 40 MG TAB                   |    112 |   0.02 |  96.76
 593 |  00185014501 | NABUMETONE 500 MG TAB              |    112 |   0.02 |  96.78
 594 |  68382048428 | MESALAMINE 800 MG DR TAB           |    112 |   0.02 |   96.8
 595 |  51991079606 | RIVASTIGMINE 6 MG CAPSULE          |    112 |   0.02 |  96.82
 596 |  00591058201 | PROPAFENONE HCL 150 MG TAB         |    112 |   0.02 |  96.83
 597 |  54629403960 | CALCIUM CITRATE+D 250-100          |    112 |   0.02 |  96.85
 598 |  00378061201 | THIORIDAZINE 10 MG TABLET          |    112 |   0.02 |  96.87
 599 |  00781564101 | CARB-LEVO-ENTA 125MG               |    112 |   0.02 |  96.88
 600 |  00832048030 | EPLERENONE 25 MG TABLET            |    112 |   0.02 |   96.9
