Usage Summary

Rank |        NDC11 | Drug Name                          | Quant. |      % | Cuml %
 302 |  49884012401 | LABETALOL 300 MG TAB               |    436 |   0.06 |   84.7
 303 |  31722053101 | TORSEMIDE 20 MG TAB                |    434 |   0.06 |  84.76
 304 |  57664074588 | REPAGLINIDE 1 MG TAB               |    432 |   0.06 |  84.82
 305 |  00904053160 | MULTIVITAMIN W/IRON TAB            |    431 |   0.06 |  84.88
 306 |  65162076411 | WARFARIN SOD 3 MG TAB              |    431 |   0.06 |  84.94
 307 |  68001021408 | LOVASTATIN 40 MG TAB               |    430 |   0.06 |     85
 308 |  13668015590 | ESOMEPRAZOLE DR 40MG CP *DN        |    429 |   0.06 |  85.06
 309 |  00071101368 | LYRICA 50 MG CAPSULE               |    428 |   0.06 |  85.12
 310 |  00904533260 | ZINC SULFATE 220 MG CAP            |    427 |   0.06 |  85.18
 311 |  62175026055 | NIFEDIPine ER 30MG*DNC* TAB        |    426 |   0.06 |  85.24
 312 |  49884000901 | ISOSORBIDE DN 30 MG TAB            |    426 |   0.06 |   85.3
 313 |  00469260190 | MYRBETRIQ ER 25 MG TAB*DNC*        |    421 |   0.06 |  85.36
 314 |  65597070118 | WELCHOL 625MG TABLET               |    420 |   0.06 |  85.42
 315 |  00591079510 | DICYCLOMINE 20 MG TAB              |    420 |   0.06 |  85.48
 316 |  49884083009 | DILTIAZEM CD 180 MG CAP *DN        |    416 |   0.06 |  85.53
 317 |  16729001901 | MYCOPHENOLATE 500MG*DNC*TAB        |    414 |   0.06 |  85.59
 318 |  60505252906 | ZIPRASIDONE 40 CAPS                |    412 |   0.06 |  85.65
 319 |  00054000725 | CALCITRIOL 0.25 MCG CAPSULE        |    412 |   0.06 |  85.71
 320 |  60505265601 | TRIAM-HCTZ 37.5-25 TAB             |    412 |   0.06 |  85.76
 321 |  00904027472 | VITAMIN E 400 UNIT SOFTGEL         |    410 |   0.06 |  85.82
 322 |  00054252731 | LITHIUM CARB 300 MG CAP            |    409 |   0.06 |  85.88
 323 |  00093725501 | GLIMEPIRIDE 2 MG TAB               |    408 |   0.06 |  85.94
 324 |  64679092403 | ENALAPRIL  5 MG TAB                |    407 |   0.06 |  85.99
 325 |  37205042278 | VITAMIN B COMPLX+VIT C TAB         |    403 |   0.06 |  86.05
 326 |  29300013605 | CLONIDINE 0.2 MG TAB               |    403 |   0.06 |  86.11
 327 |  00904264113 | CERTAVITE-ANTIOXIDANT TAB          |    403 |   0.06 |  86.16
 328 |  00456141090 | BYSTOLIC 10 MG TAB                 |    400 |   0.06 |  86.22
 329 |  00456341433 | NAMENDA XR14 MG*DNC*               |    400 |   0.06 |  86.27
 330 |  38485086335 | THERMOTABS TABLET                  |    398 |   0.06 |  86.33
 331 |  00904027760 | VITAMIN E 1000  GELCAP*CP*         |    398 |   0.06 |  86.39
 332 |  00904052260 | VITAMIN C 250 MG TAB               |    397 |   0.06 |  86.44
 333 |  49884072401 | HYDROXYUREA 500 MG CAP             |    396 |   0.06 |   86.5
 334 |  60505024908 | MIRTAZAPINE 45MG TAB               |    395 |   0.06 |  86.55
 335 |  00185067405 | HYDROXYZine PAM 25 MG CAP          |    393 |   0.06 |  86.61
 336 |  16252061630 | ROSUVASTATIN 10 MG TAB             |    393 |   0.06 |  86.66
 337 |  51991038490 | FOLBIC TABLET                      |    392 |   0.05 |  86.72
 338 |  00603221332 | AMITRIPTYLINE 25 MG TAB            |    392 |   0.05 |  86.77
 339 |  00378061601 | THIORIDAZINE 50 MG TAB             |    390 |   0.05 |  86.83
 340 |  10370010250 | BUPropIONXL 300 MG *DNC*           |    388 |   0.05 |  86.88
 341 |  59762151703 | CELECOXIB 200 MG CAP               |    384 |   0.05 |  86.94
 342 |  00591557101 | TRIMETHOPRIM 100 MG TABLET         |    384 |   0.05 |  86.99
 343 |  68462025501 | ROPINIROLE HCL 1MG  TAB            |    382 |   0.05 |  87.04
 344 |  00603307932 | CYCLOBENZAPRINE 10 MG TABLE        |    380 |   0.05 |   87.1
 345 |  40985021104 | VITAMIN B-12 1000MCG TR TAB        |    380 |   0.05 |  87.15
 346 |  51248015103 | VESICARE 10 MG TABLET              |    372 |   0.05 |   87.2
 347 |  50111046701 | PROPRANOLOL 10 MG TAB              |    371 |   0.05 |  87.25
 348 |  60505016601 | FLUVOXAMINE MALEATE 100 MG         |    370 |   0.05 |   87.3
 349 |  01093953144 | FLAXSEED OIL 1000 MG SFTG*         |    366 |   0.05 |  87.36
 350 |  64597030160 | NUEDEXTA 20-10 MG CAPSULE          |    364 |   0.05 |  87.41
 351 |  60505313901 | QUETIAPINE FUM 400 MG TAB          |    364 |   0.05 |  87.46
 352 |  00054007928 | BALSALAZIDE DISODIUM 750 MG        |    364 |   0.05 |  87.51
 353 |  60505254306 | GALANTAMINE HBR 8 MG TAB           |    362 |   0.05 |  87.56
 354 |  00093574065 | CYCLOSPORINE 25MG UD CAP           |    360 |   0.05 |  87.61
 355 |  00603307821 | CYCLOBENZAPRINE 5 MG TABLET        |    358 |   0.05 |  87.66
 356 |  00378052501 | DILTIAZEM HCL 120 MG TAB           |    352 |   0.05 |  87.71
 357 |  00378022201 | CHLORTHALIDONE 25 MG TAB           |    352 |   0.05 |  87.76
 358 |  00067627550 | GAS X 125MG  SOFTGEL(EXTRA         |    351 |   0.05 |  87.81
 359 |  00071041813 | NITROSTAT 0.4 MG*DNC* TAB          |    350 |   0.05 |  87.86
 360 |  29300012601 | BISOPROLOL 5 MG TAB                |    350 |   0.05 |  87.91
 361 |  45802042578 | FEXOFENADINE 60 MG TABLET          |    348 |   0.05 |  87.95
 362 |  60505314008 | OLANZAPINE 20 MG TABLET            |    348 |   0.05 |     88
 363 |  00781520692 | LOSARTAN HCTZ 50/12.5MG TAB        |    347 |   0.05 |  88.05
 364 |  68001014203 | RAMIPRIL 2.5 MG CAP                |    346 |   0.05 |   88.1
 365 |  00527132501 | DIGOXIN 250 MCG TABLET             |    345 |   0.05 |  88.15
 366 |  00115351101 | PYRIDOSTIGMINE 60 MG *DNC*         |    345 |   0.05 |   88.2
 367 |  60505009500 | DOXAZOSIN MES 4MG TAB              |    344 |   0.05 |  88.25
 368 |  00054010829 | RAMIPRIL 5 MG CAP                  |    342 |   0.05 |  88.29
 369 |  68462026005 | VERAPAMIL ER 240MG*DNC* TAB        |    342 |   0.05 |  88.34
 370 |  31722053305 | METHOCARBAMOL 500 MG TAB           |    342 |   0.05 |  88.39
 371 |  49884083109 | DILTIAZEM 24hr CD240MG CP *        |    341 |   0.05 |  88.44
 372 |  64764024060 | AMITIZA 24MCG *DNC* SOFTGEL        |    340 |   0.05 |  88.48
 373 |  00832201250 | AMANTADINE 100 MG CAP              |    339 |   0.05 |  88.53
 374 |  69387011905 | BENZONATATE 100 MG *DNC*CAP        |    339 |   0.05 |  88.58
 375 |  65862039010 | ONDANSETRON ODT 4 MG TAB           |    333 |   0.05 |  88.63
 376 |  00574060801 | FERROUS SULF 324 MG TAB EC         |    330 |   0.05 |  88.67
 377 |  51991060401 | VITAMIN D2 50000U*DNC *SOF         |    329 |   0.05 |  88.72
 378 |  00591090030 | GLIPIZide ER 2.5 MG *DNC*TA        |    328 |   0.05 |  88.76
 379 |  00071101468 | LYRICA 75 MG CAPSULE               |    328 |   0.05 |  88.81
 380 |  00904555159 | DIPHENHYdramine 25 MG TAB          |    327 |   0.05 |  88.86
 381 |  00378025701 | HALOPERIDOL 1 MG TABLET            |    326 |   0.05 |   88.9
 382 |  65162076511 | WARFARIN SOD 4 MG TAB              |    322 |   0.05 |  88.95
 383 |  57664039388 | VENLAFAXINE HCL 37.5 MG TAB        |    316 |   0.04 |  88.99
 384 |  40985022481 | GLUCOSAMINE/CHOND 750/600MG        |    316 |   0.04 |  89.04
 385 |  47781030701 | NITROFURANTOIN MCR 50MG*DNC        |    315 |   0.04 |  89.08
 386 |  53746046605 | IBUPROFEN 800 MG *DNC*TAB          |    314 |   0.04 |  89.12
 387 |  68462035205 | HYDROXYZine HCL 10 MG TAB          |    314 |   0.04 |  89.17
 388 |  11845007552 | CALCIUM 500 VIT D 400              |    314 |   0.04 |  89.21
 389 |  00185061501 | HYDROXYZine PAM 50 MG CAP          |    312 |   0.04 |  89.25
 390 |  16252061730 | ROSUVASTATIN 20 MG TAB             |    310 |   0.04 |   89.3
 391 |  65862023060 | LAMOTRIGINE 200 MG TABLET          |    310 |   0.04 |  89.34
 392 |  74098527112 | VITAMIN B-12 2500 MCG SUBL         |    310 |   0.04 |  89.39
 393 |  00310075190 | CRESTOR 10MG TAB                   |    310 |   0.04 |  89.43
 394 |  49884098501 | NATEGLINIDE 120 MG TABLET          |    309 |   0.04 |  89.47
 395 |  60505015701 | BUPropION HCL 100 MG TAB           |    309 |   0.04 |  89.52
 396 |  68462027501 | DESMOPRESSIN ACETATE 0.1 MG        |    308 |   0.04 |  89.56
 397 |  62756014202 | METFORMIN  ER 500 MG TABLET        |    308 |   0.04 |   89.6
 398 |  00054022321 | QUETIAPINE FUM 300MG TAB           |    306 |   0.04 |  89.64
 399 |  13668010960 | DULOXETINE DR 20MG*DNC CAP         |    303 |   0.04 |  89.69
 400 |  00536348108 | FERROUS SULF ER140MG (UD) T        |    300 |   0.04 |  89.73
 401 |  64980012950 | FLORANEX BOTTLE (ORIG)             |    300 |   0.04 |  89.77
 402 |  00093022001 | BICALUTAMIDE 50 MG TAB             |    298 |   0.04 |  89.81
 403 |  59746011506 | PROCHLORPERAZINE 10 MG TAB         |    296 |   0.04 |  89.85
 404 |  51991077290 | LANSOPRAZOLE DR30MG *DNC*CA        |    294 |   0.04 |   89.9
 405 |  07431213329 | FISH OIL 1200 MG                   |    294 |   0.04 |  89.94
 406 |  00054004429 | CILOSTAZOL 100 MG TAB              |    292 |   0.04 |  89.98
 407 |  00527132601 | URSODIOL 300MG CAPSULE             |    290 |   0.04 |  90.02
 408 |  00430078327 | ASACOL HD DR 800MG *DNC* TA        |    290 |   0.04 |  90.06
 409 |  54629000020 | CRANBERRY 500 MG SOFTGEL           |    290 |   0.04 |   90.1
 410 |  65162075310 | BENAZEPRIL HCL 20 MG TAB           |    288 |   0.04 |  90.14
 411 |  59746038606 | TERAZOSIN 10 MG CAP                |    288 |   0.04 |  90.18
 412 |  59746038506 | TERAZOSIN 5 MG CAP                 |    288 |   0.04 |  90.22
 413 |  23155000401 | HYDRALAZine 100 MG TAB             |    288 |   0.04 |  90.26
 414 |  51991079406 | RIVASTIGMINE 3 MG CAPSULE          |    288 |   0.04 |   90.3
 415 |  74312002832 | MELATONIN 1 MG TAB                 |    288 |   0.04 |  90.34
 416 |  59762151603 | CELECOXIB 100 MG CAP               |    286 |   0.04 |  90.38
 417 |  00378009401 | CARB-LEVO ER 50-200*DNC*TAB        |    286 |   0.04 |  90.42
 418 |  65862066530 | ARIPIPRAZOLE 20 MG TAB             |    284 |   0.04 |  90.46
 419 |  24208063211 | PRESERVISION/LUTEIN SOFT*CP        |    283 |   0.04 |   90.5
 420 |  64679092603 | ENALAPRIL 20 MG TAB                |    282 |   0.04 |  90.54
 421 |  00093031905 | DILTIAZEM 60 MG TABLET *DNC        |    282 |   0.04 |  90.58
 422 |  00527163801 | LEVOTHYROXINE 137 MCG TAB          |    281 |   0.04 |  90.62
 423 |  43292055606 | CALCIUM CITRATE 250 MG CAPL        |    280 |   0.04 |  90.66
 424 |  00378013501 | DILTIAZEM 90 MG TABLET             |    280 |   0.04 |   90.7
 425 |  64896066201 | RYTARY ER 36.25 MG-145 MG*D        |    280 |   0.04 |  90.74
 426 |  60505311308 | OLANZAPINE 10 MG TABLET            |    278 |   0.04 |  90.78
 427 |  00904319251 | VITAMIN B COMPLEX 100 TAB          |    278 |   0.04 |  90.81
 428 |  63044062201 | RENO CAPS                          |    275 |   0.04 |  90.85
 429 |  23155017801 | ISOSORBIDE MN ER 60MG *DNC         |    274 |   0.04 |  90.89
 430 |  13811060690 | TL-HEM 150 CAPLET                  |    274 |   0.04 |  90.93
 431 |  65597010390 | BENICAR 20 MG TABLET               |    272 |   0.04 |  90.97
 432 |  00378306605 | FENOFIBRATE 145 MG TAB             |    272 |   0.04 |  91.01
 433 |  00131247835 | VIMPAT 100 MG TABLET               |    270 |   0.04 |  91.04
 434 |  69097022416 | ALENDRONATE SOD 70MG TAB *D        |    268 |   0.04 |  91.08
 435 |  68462010960 | TOPIRAMATE 100 MG*DNC*TAB          |    268 |   0.04 |  91.12
 436 |  07431207961 | BIOTIN 1000 MCG TABLET             |    268 |   0.04 |  91.16
 437 |  68180036209 | FENOFIBRATE 54 MG TAB              |    266 |   0.04 |  91.19
 438 |  13107015690 | PAROXETINE HCL 30 MG TABLET        |    266 |   0.04 |  91.23
 439 |  00527134001 | BETHANECHOL 10 MG TAB              |    264 |   0.04 |  91.27
 440 |  54505033210 | HYDROCORTISONE 10 MG TABLET        |    264 |   0.04 |   91.3
 441 |  49884023211 | DONEPEZIL HCL 23 MG TAB *DN        |    263 |   0.04 |  91.34
 442 |  23155006505 | METRONIDAZOLE 500 MG TABLET        |    262 |   0.04 |  91.38
 443 |  00591349830 | GALANTAMINE 24MG ER*DNC* CA        |    262 |   0.04 |  91.41
 444 |  65862066330 | ARIPIPRAZOLE 10 MG TAB             |    259 |   0.04 |  91.45
 445 |  55111032890 | NATEGLINIDE 60 MG TABLET           |    258 |   0.04 |  91.49
 446 |  68382008001 | HALOPERIDOL 10 MG TABLET           |    258 |   0.04 |  91.52
 447 |  00904113213 | VITAMIN B-12 100 MCG TABLET        |    258 |   0.04 |  91.56
 448 |  00574050801 | FERROUS GLUCONATE 324 MG TA        |    256 |   0.04 |   91.6
 449 |  68462025401 | ROPINIROLE HCL 0.5 MG TAB          |    256 |   0.04 |  91.63
 450 |  60505016501 | FLUVOXAMINE MALEATE 50 MG T        |    254 |   0.04 |  91.67
 451 |  68180036309 | FENOFIBRATE 160 MG TAB             |    254 |   0.04 |   91.7
 452 |  68462034690 | LEVOCETIRIZINE 5 MG TAB            |    253 |   0.04 |  91.74
 453 |  66685100100 | AMOX-CLAV 875-125 MG TA            |    253 |   0.04 |  91.77
 454 |  31184514818 | VITAMIN B12 5000 MCG  SUBLI        |    252 |   0.04 |  91.81
 455 |  42865030602 | ZENPEP DR 10000 UNITS CAP          |    252 |   0.04 |  91.84
 456 |  49884064001 | METHIMAZOLE 5 MG TABLET            |    251 |   0.04 |  91.88
 457 |  00378306577 | FENOFIBRATE 48 MG TAB              |    249 |   0.03 |  91.91
 458 |  64980018210 | SODIUM BICARB 650MG *DNC* T        |    246 |   0.03 |  91.95
 459 |  13107015790 | PAROXETINE HCL 40 MG TAB           |    246 |   0.03 |  91.98
 460 |  66582031254 | VYTORIN 10-20 MG TABLET            |    242 |   0.03 |  92.02
 461 |  00054001829 | PREDNISONE 20 MG TAB               |    241 |   0.03 |  92.05
 462 |  00781150701 | ATENOLOL 100 MG TAB                |    240 |   0.03 |  92.08
 463 |  68682020025 | CARBIDOPA 25 MG TAB                |    240 |   0.03 |  92.12
 464 |  23155011101 | PROPRANOLOL 20 MG TAB              |    240 |   0.03 |  92.15
 465 |  68462025801 | ROPINIROLE HCL 4MG TAB             |    240 |   0.03 |  92.19
 466 |  65862031560 | LEVETIRACETAM 1000MG TAB           |    238 |   0.03 |  92.22
 467 |  64980016201 | BETHANECHOL 25 MG TAB              |    236 |   0.03 |  92.25
 468 |  00131247935 | VIMPAT 150 MG TAB                  |    236 |   0.03 |  92.28
 469 |  00904529352 | GLUCOSAMINE SULF 500 MG CAP        |    236 |   0.03 |  92.32
 470 |  40985022713 | MAGNESIUM OXIDE 250 MG TAB         |    234 |   0.03 |  92.35
 471 |  68001023900 | CLONIDINE 0.3 MG TAB               |    234 |   0.03 |  92.38
 472 |  24385036881 | NAPROXEN 220 MG TAB                |    233 |   0.03 |  92.42
 473 |  53746025401 | RANITIDNE 300 MG TAB               |    232 |   0.03 |  92.45
 474 |  23155010310 | METFORMIN HCL 850 MG TAB           |    232 |   0.03 |  92.48
 475 |  53746051401 | SPIRONOLACTONE  50MG TAB           |    232 |   0.03 |  92.51
 476 |  00904188280 | OYSTER SHELL 250MG+VIT D TA        |    232 |   0.03 |  92.55
 477 |  31722030201 | ALFUZOSIN HCL ER 10MG*DNC*T        |    232 |   0.03 |  92.58
 478 |  30768000676 | FOLIC ACID 800 MCG TAB             |    229 |   0.03 |  92.61
 479 |  51645079201 | NIACIN 500 MG TAB                  |    228 |   0.03 |  92.64
 480 |  53489017601 | ALBUTEROL SULF 2MG TAB             |    228 |   0.03 |  92.67
 481 |  76644356317 | OSTEO BI-FLEX TAB                  |    228 |   0.03 |  92.71
 482 |  40985027435 | COENZYME Q10 200MG CAP             |    228 |   0.03 |  92.74
 483 |  00054474225 | PREDNISONE 2.5 MG TAB              |    227 |   0.03 |  92.77
 484 |  60505132309 | PRAVASTATIN SOD 80 MG TAB          |    226 |   0.03 |   92.8
 485 |  00904560413 | FISH OIL 500 MG OMEGA3 SOFT        |    226 |   0.03 |  92.83
 486 |  68001027900 | DICLOFENAC SOD EC 25 MG TAB        |    226 |   0.03 |  92.86
 487 |  00093204905 | TOLTERODINE ER 4MG*DNC* CAP        |    226 |   0.03 |   92.9
 488 |  54092019112 | PENTASA 500 MG CAPS *DNC*          |    224 |   0.03 |  92.93
 489 |  23155050201 | HYDROXYZine HCL 50 MG TAB          |    224 |   0.03 |  92.96
 490 |  67618010928 | COLACE 50 MG CAPSULE               |    224 |   0.03 |  92.99
 491 |  51645073706 | CRANBERRY 425 MG CAP               |    224 |   0.03 |  93.02
 492 |  00310028060 | SEROQUEL XR 50 MG *DNC* TAB        |    215 |   0.03 |  93.05
 493 |  60505311408 | OLANZAPINE 15 MG TAB               |    214 |   0.03 |  93.08
 494 |  00378061401 | THIORIDAZINE 25 MG TAB             |    210 |   0.03 |  93.11
 495 |  00456120130 | LINZESS 145 MCG TAB (orig)         |    210 |   0.03 |  93.14
 496 |  13668009290 | PRAMIPEXOLE 0.25 MG TAB            |    210 |   0.03 |  93.17
 497 |  00597014960 | PRADAXA 75 MG UD CAP               |    210 |   0.03 |   93.2
 498 |  00378534001 | DILTIAZEM ER 240MG CAP SA *        |    207 |   0.03 |  93.23
 499 |  49348081705 | FAMOTIDINE 20MG OTC TAB            |    206 |   0.03 |  93.26
 500 |  69918020101 | DESMOPRESSIN ACETATE 0.2MG         |    205 |   0.03 |  93.29
 501 |  87701040767 | CALCIUM 500+VITD3 600TAB           |    204 |   0.03 |  93.31
 502 |  00054075650 | CENTRUM SILVER WOMAN               |    204 |   0.03 |  93.34
 503 |  65162075410 | BENAZEPRIL HCL 40 MG TAB           |    203 |   0.03 |  93.37
 504 |  65862007601 | CIPROFLOXACIN HCL 250MG            |    203 |   0.03 |   93.4
 505 |  23155005810 | GLYBURide 5 MG TABLET              |    202 |   0.03 |  93.43
 506 |  59762045001 | COLESTIPOL HCL 1 GM TAB *DN        |    202 |   0.03 |  93.46
 507 |  00054418325 | DEXAMETHASONE 2 MG TABLET          |    202 |   0.03 |  93.48
 508 |  00054009925 | OXCARBAZEPINE 600 MG TABLET        |    202 |   0.03 |  93.51
 509 |  00024414260 | MULTAQ 400MG TABLET                |    200 |   0.03 |  93.54
 510 |  57896010101 | ACETAMINOPHEN 325 MG(ORIG)         |    200 |   0.03 |  93.57
 511 |  49348030610 | NAPROXE 220MG(ORIG)                |    200 |   0.03 |   93.6
 512 |  00591365801 | NITROFURANTOI MON/MCR100MG*        |    198 |   0.03 |  93.63
 513 |  00904051860 | VITAMIN B-6 100 MG TABLET          |    198 |   0.03 |  93.65
 514 |  00185012801 | BUMETANIDE 0.5 MG TAB              |    198 |   0.03 |  93.68
 515 |  49884050101 | BUDESONIDE EC 3 MG CAP *DNC        |    198 |   0.03 |  93.71
 516 |  00904561646 | COENZYME Q10 50MG SOFTG            |    198 |   0.03 |  93.74
 517 |  58468013001 | RENVELA 800 MG*DNC*TAB             |    196 |   0.03 |  93.76
 518 |  00536105022 | CALCIUM ANTACID CHEW 750MG         |    196 |   0.03 |  93.79
 519 |  65162076111 | WARFARIN SOD 1 MG TAB              |    193 |   0.03 |  93.82
 520 |  00378617201 | METOLAZONE 2.5 MG TAB              |    192 |   0.03 |  93.84
 521 |  59762080002 | TOLTERODINE 2 MG TAB               |    190 |   0.03 |  93.87
 522 |  45963053930 | ONDANSETRON HCL 8 MG TAB           |    190 |   0.03 |   93.9
 523 |  65162076710 | WARFARIN SOD 6 MG TABLET           |    187 |   0.03 |  93.92
 524 |  00781207401 | TRIAM-HCTZ 37.5-25 CAP             |    186 |   0.03 |  93.95
 525 |  51660014030 | VALSARTAN 40 MG TAB                |    186 |   0.03 |  93.98
 526 |  00228291809 | DILTIAZEM24HR ER 360MG*DNC*        |    185 |   0.03 |     94
 527 |  00832011100 | AMANTADINE 100 MG TAB              |    182 |   0.03 |  94.03
 528 |  63304069301 | CLINDAMYCIN HCL 300 MG CAPS        |    181 |   0.03 |  94.05
 529 |  69076047601 | GLYCOPYRROLATE 2 MG TAB            |    180 |   0.03 |  94.08
 530 |  57141000497 | VIACTIV+ D CHOCO CHEW+12(OR        |    180 |   0.03 |   94.1
 531 |  59762106102 | DIPHENOXYLATE-ATROPINE 2.5-        |    180 |   0.03 |  94.13
 532 |  00005556819 | CALTRATE 600+D 800 CHEWYCHO        |    180 |   0.03 |  94.15
 533 |  30761012012 | ALPHA LIPOIC ACID 100MG            |    180 |   0.03 |  94.18
 534 |  65862059760 | LAMIVUDINE-ZIDOVUDINE(ORIG)        |    180 |   0.03 |   94.2
 535 |  13668009390 | PRAMIPEXOLE  0.5MG TABS            |    178 |   0.02 |  94.23
 536 |  60505009600 | DOXAZOSIN MES 8 MG TAB             |    177 |   0.02 |  94.25
 537 |  61958100301 | RANEXA ER 500 MG  *DNC*TAB         |    177 |   0.02 |  94.28
 538 |  30768029545 | KRILL OIL 1000 MG SOFTGEL          |    176 |   0.02 |   94.3
 539 |  51672412501 | CARBAMAZEPINE XR 400MG*DNC*        |    175 |   0.02 |  94.33
 540 |  00591034301 | VERAPAMIL 80 MG TABLET             |    174 |   0.02 |  94.35
 541 |  00006022154 | JANUVIA 25 MG TAB                  |    172 |   0.02 |  94.38
 542 |  00904404360 | FISH OIL 340- 1000MG CAP*CP        |    172 |   0.02 |   94.4
 543 |  62175026237 | NIFEDIPine ER 90MG*DNC*PROC        |    172 |   0.02 |  94.42
 544 |  27241001709 | MONTELUKAST 5MG CHEW TAB           |    171 |   0.02 |  94.45
 545 |  00378528001 | DILTIAZEM ER 180MG CAP SA *        |    171 |   0.02 |  94.47
 546 |  16729000717 | SIMVASTATIN 80 MG TAB              |    171 |   0.02 |   94.5
 547 |  65597010490 | BENICAR 40 MG TAB                  |    170 |   0.02 |  94.52
 548 |  11845011831 | VITAMIN D 400 UI SOFTGEL           |    170 |   0.02 |  94.54
 549 |  04746905964 | MELATONIN 10 MG TAB CR             |    170 |   0.02 |  94.57
 550 |  00456045701 | ARMOUR THYROID 15 MG TABLET        |    170 |   0.02 |  94.59
 551 |  00591363630 | TROSPIUM ER 60MG*DNC*              |    170 |   0.02 |  94.62
 552 |  00005452835 | CENTRUM CHEWABLE TABLET            |    170 |   0.02 |  94.64
 553 |  51672405506 | AMIODARONE HCL 100 MG TAB          |    169 |   0.02 |  94.66
 554 |  00143117201 | CAPTOPRIL 25 MG TAB                |    168 |   0.02 |  94.69
 555 |  00032122401 | CREON DR 24000 UNIT*DNC*CA         |    168 |   0.02 |  94.71
 556 |  68180051801 | LISINOPRIL-HCTZ 10-12.5 MG         |    168 |   0.02 |  94.73
 557 |  00054008826 | CALCIUM ACETATE 667 MG CAP         |    168 |   0.02 |  94.76
 558 |  00228285011 | GUANFACINE HCL ER 1 MG TAB         |    168 |   0.02 |  94.78
 559 |  00054002025 | LITHIUM ER 450MG  *DNC*TABL        |    168 |   0.02 |   94.8
 560 |  00591231919 | VALSARTAN 320MG/HCTZ 25MG          |    168 |   0.02 |  94.83
 561 |  31722053001 | TORSEMIDE 10 MG TABLET             |    164 |   0.02 |  94.85
 562 |  00781527764 | DONEPEZIL  ODT 10MG  TAB *D        |    162 |   0.02 |  94.87
 563 |  53746027101 | SULFAMETHOXAZOLE-TMP SS TAB        |    161 |   0.02 |   94.9
 564 |  68382006516 | SIMVASTATIN 5 MG TAB               |    161 |   0.02 |  94.92
 565 |  00186077760 | BRILINTA 90 MG TAB                 |    160 |   0.02 |  94.94
 566 |  63824005634 | MUCINEX DM ER600-30MG*DNC*O        |    160 |   0.02 |  94.96
 567 |  52544015230 | RAPAFLO 8MG CAPSULE                |    159 |   0.02 |  94.99
 568 |  00591247330 | TAMOXIFEN 20 MG TAB                |    158 |   0.02 |  95.01
 569 |  65862066130 | ARIPIPRAZOLE 2 MG TAB              |    158 |   0.02 |  95.03
 570 |  23155005701 | GLYBURide 2.5 MG TAB               |    158 |   0.02 |  95.05
 571 |  00456112030 | VIIBRYD 20 MG TAB                  |    156 |   0.02 |  95.07
 572 |  66993016502 | COLCHICINE 0.6 MG TAB              |    153 |   0.02 |   95.1
 573 |  13668009490 | PRAMIPEX 1MG TABLET                |    150 |   0.02 |  95.12
 574 |  49100036374 | CULTURELLE CAPS (ORIG 30'S)        |    150 |   0.02 |  95.14
 575 |  00591533710 | TRIHEXYPHENDYL 5 MG TAB            |    150 |   0.02 |  95.16
 576 |  87651042067 | AZO CRANBERRY TAB (ORIG)           |    150 |   0.02 |  95.18
 577 |  37205098078 | PAIN RELIEVER 500 MG GELCAP        |    150 |   0.02 |   95.2
 578 |  00904590887 | DAIRY AID (LACTASE CAPLET)         |    150 |   0.02 |  95.22
 579 |  47335083583 | GALANTAMINE 8MG ER CAP*DNC*        |    148 |   0.02 |  95.24
 580 |  74098527073 | LUTEIN 20 MG SOFTGEL               |    147 |   0.02 |  95.26
 581 |  11845096101 | MAGNESIUM 200 MG TABLET            |    146 |   0.02 |  95.28
 582 |  68462011060 | TOPIRAMATE 200 MG*DNC*TAB          |    146 |   0.02 |   95.3
 583 |  53746019005 | NAPROXEN 500 MG TABLET             |    146 |   0.02 |  95.32
 584 |  23155002701 | VERAPAMIL 120 MG TAB               |    146 |   0.02 |  95.34
 585 |  00781520792 | LOSARTAN HCTZ 100/25MG TAB         |    146 |   0.02 |  95.36
 586 |  07431203595 | VITAMIN B-12 500 MCG SUBL          |    146 |   0.02 |  95.39
 587 |  00378522001 | DILTIAZEM ER 120 MG CAP *DN        |    145 |   0.02 |  95.41
 588 |  07610019520 | CALCIUM CITRATE 400 MG             |    144 |   0.02 |  95.43
 589 |  60505254206 | GALANTAMINE HBR 4 MG TABLET        |    144 |   0.02 |  95.45
 590 |  43547027809 | IRBESARTAN 150 MG TAB              |    142 |   0.02 |  95.47
 591 |  60505253106 | ZIPRASIDONE 80 MG CAP              |    142 |   0.02 |  95.49
 592 |  00005475850 | CENTRUM SILVER ULTRA MEN TA        |    142 |   0.02 |  95.51
 593 |  57664039688 | VENLAFAXINE HCL 100 MG TAB         |    142 |   0.02 |  95.53
 594 |  51991081190 | METAFOLBIC PLUS                    |    142 |   0.02 |  95.55
 595 |  00093304401 | VERAPAMIL ER 180 MG TAB            |    142 |   0.02 |  95.57
 596 |  32420846530 | OCUVITE SOFTGEL ADULT 50+          |    142 |   0.02 |  95.59
 597 |  00904506260 | CALCITRATE  200(950)MG  TAB        |    142 |   0.02 |   95.6
 598 |  00527135101 | LEVOTHYROXINE 200 MCG TAB          |    142 |   0.02 |  95.62
 599 |  54092047612 | LIALDA 1.2 GM TABLET SA            |    140 |   0.02 |  95.64
 600 | #49884067801 | NIFEDIPINE ER 60MG*DNC* TAB        |    140 |   0.02 |  95.66
 601 |  69387010701 | VALPROIC ACID 250 MG*DNC* C        |    140 |   0.02 |  95.68
